 ,Label,Area,Mean,Min,Max,X,Y,%Area
31,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0197-0833,1218,0.18,0,40,833.16,196.76,0
32,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0338-0774,1622,0.64,0,51,771.29,341.66,0
33,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0255-0755,1050,0.81,0,64,756.74,255.59,0
34,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0287-0789,1621,0.14,0,51,788.22,285.97,0
35,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0232-0838,604,0.13,0,51,840.12,233.66,0
36,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0241-0811,597,0.29,0,64,809.60,239.83,0
37,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0257-0821,414,7.246E-3,0,3,820.96,257.41,0
38,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0265-0886,1012,0.02,0,13,891.25,264.75,0
39,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0270-0855,1104,0.40,0,47,854.07,274.88,0
40,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0414-0899,2882,2.58,0,85,897.36,413.37,0
41,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0310-0728,1925,2.61,0,85,727.67,310.30,0
42,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0292-0679,1617,0.07,0,85,680.01,293.15,0
43,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0318-0636,962,1.10,0,85,636.77,318.34,0
44,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0290-0599,876,1.54,0,78,599.27,289.91,0
45,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0293-0569,1429,0.26,0,27,569.73,288.13,0
46,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0332-0553,2139,0.11,0,81,550.96,333.53,0
47,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0382-0536,2548,0.15,0,35,538.24,381.72,0
48,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0388-0621,2555,0.08,0,64,622.32,393.24,0
49,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0586-0600,3091,0.04,0,26,602.17,597.77,0
50,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0692-0722,983,0.15,0,85,724.05,692.61,0
51,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0473-0529,4165,0.23,0,42,527.39,472.43,0
52,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0633-0024,1021,0.00,0,0,25.25,634.09,0
53,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0776-0151,1057,0.16,0,31,149.75,776.25,0
54,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0737-0114,1502,0.18,0,65,114.80,737.51,0
55,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0709-0152,1770,0.09,0,36,154.15,710.22,0
56,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0857-0096,1337,0.11,0,35,98.11,856.84,0
57,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0876-0041,2168,0.06,0,62,43.41,875.38,0
58,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0796-0051,1916,0.49,0,85,51.23,795.12,0
59,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0744-0022,1078,0.01,0,10,20.47,742.55,0
60,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0911-0183,1078,0.07,0,20,186.92,912.91,0
61,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0868-0246,1094,0.03,0,37,246.43,867.22,0
62,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0795-0337,1148,0.05,0,17,337.22,796.71,0
63,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0817-0395,1397,0.01,0,10,396.19,815.30,0
64,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0871-0441,1932,0.16,0,30,437.97,867.34,0
65,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0767-0528,2841,2.14,0,85,527.89,767.12,0
66,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0727-0593,1261,0.94,0,81,594.50,729.31,0
67,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0758-0605,983,1.43,0,68,606.12,759.95,0
68,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0825-0615,1482,0.40,0,71,615.25,825.21,0
69,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0811-0674,2998,0.13,0,53,674.08,809.24,0
70,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0752-0762,3001,2.22,0,85,765.43,750.90,0
71,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0751-0815,1171,0.39,0,70,815.56,750.76,0
72,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0785-0810,831,4.18,0,85,810.42,784.30,0
73,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0750-0862,929,0.28,0,53,859.80,752.03,0
74,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0777-0851,725,0.08,0,25,847.14,778.41,0
75,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0798-0833,394,0.00,0,0,832.26,798.96,0
76,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0821-0832,396,0.09,0,26,832.19,821.60,0
77,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0889-0641,2895,0.87,0,85,641.99,888.45,0
78,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0912-0699,1633,2.34,0,85,699.81,913.28,0
79,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0874-0790,2626,0.06,0,37,794.39,875.37,0
80,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0912-0859,1506,4.46,0,84,859.22,907.31,0
81,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0441-0966,2102,8.99,0,85,966.52,439.96,0
82,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0368-1132,2680,1.61,0,85,1131.88,366.17,0
83,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0273-1113,2993,0.04,0,55,1115.06,276.32,0
84,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0401-1227,1348,0.02,0,23,1226.52,402.02,0
85,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0566-1098,893,0.29,0,39,1098.43,566.28,0
86,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0613-1068,1010,0.51,0,41,1068.88,611.34,0
87,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0697-1041,2094,1.30,0,85,1041.54,695.45,0
88,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0818-0981,2006,0.00,0,0,983.50,818.27,0
89,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0795-0911,1511,0.07,0,54,912.75,796.06,0
90,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0812-1097,1696,0.29,0,40,1095.74,805.61,0
91,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0759-1071,914,4.07,0,85,1071.21,761.50,0
92,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0196-0996,4324,1.75,0,85,996.25,195.73,0
93,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0118-1039,1124,0.42,0,85,1039.73,117.25,0
94,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0115-1095,3519,0.08,0,72,1096.90,111.35,0
95,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0188-1154,928,0.05,0,40,1155.42,187.69,0
96,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0570-1214,1298,3.082E-3,0,3,1216.31,571.93,0
97,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0634-1221,4300,0.08,0,58,1225.67,632.42,0
98,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0616-1121,711,0.11,0,21,1122.08,615.82,0
99,4T1_Raw_1-4_72h_1 - Red Light_1.tif:0636-1155,1400,0.24,0,85,1156.47,635.42,0
